csp,service,op_name,op_kind,is_independent,python_call,yaml_action,required_params,optional_params,param_count,output_fields,output_fields_types,compliance_categories,resource_type,target_resource_id_param,iam_action,ciem_rule_count,ciem_rule_yaml,is_active,updated_at
ibm,case_management,ibm.case_management.configure_service,write_other,No,client.configure_service(),configure-service,service_name,,1,,,,,service_name,case_management:configure_service,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.create_case,write_create,No,client.create_case(),create-case,type|subject|description,severity|eu|offering|resources|watchlist|invoice_number|sla_credit_request,10,,,,,type,case_management:create_case,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.delete_file,write_delete,No,client.delete_file(),delete-file,case_number|file_id,,2,,,,,case_number,case_management:delete_file,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.download_file,write_other,No,client.download_file(),download-file,case_number|file_id,,2,,,,,case_number,case_management:download_file,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.encode_path_vars,write_other,No,client.encode_path_vars(),encode-path-vars,args,,1,,,,,args,case_management:encode_path_vars,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.prepare_request,write_other,No,client.prepare_request(),prepare-request,method|url,headers|params|data|files,6,,,,,method,case_management:prepare_request,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.remove_watchlist,write_delete,No,client.remove_watchlist(),remove-watchlist,case_number,watchlist,2,items|next_token,items:array|next_token:string,general,,case_number,case_management:remove_watchlist,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.send,write_other,No,client.send(),send,request,,1,,,,,request,case_management:send,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.set_http_config,write_update,No,client.set_http_config(),set-http-config,http_config,,1,,,,,http_config,case_management:set_http_config,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.update_case_status,write_update,No,client.update_case_status(),update-case-status,case_number|status_payload,,2,,,,,case_number,case_management:update_case_status,0,,true,2026-04-17T14:43:55Z
ibm,case_management,ibm.case_management.upload_file,write_other,No,client.upload_file(),upload-file,case_number|file,,2,,,,,case_number,case_management:upload_file,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.create_catalog,write_create,Yes,client.create_catalog(),create-catalog,,id|rev|label|short_description|catalog_icon_url|tags|features|disabled|resource_group_id|owning_account|catalog_filters|syndication_settings|kind,13,,,,,id,catalog_management:create_catalog,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.enable_retries,write_other,Yes,client.enable_retries(),enable-retries,,max_retries|retry_interval,2,,,,,max_retries,catalog_management:enable_retries,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.set_disable_ssl_verification,write_update,Yes,client.set_disable_ssl_verification(),set-disable-ssl-verification,,status,1,,,,,status,catalog_management:set_disable_ssl_verification,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.update_catalog_account,write_update,Yes,client.update_catalog_account(),update-catalog-account,,id|hide_ibm_cloud_catalog|account_filters,3,,,,,id,catalog_management:update_catalog_account,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.account_publish_object,write_other,No,client.account_publish_object(),account-publish-object,catalog_identifier|object_identifier,,2,,,,,catalog_identifier,catalog_management:account_publish_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.account_publish_version,write_other,No,client.account_publish_version(),account-publish-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:account_publish_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.add_object_access_list,write_create,No,client.add_object_access_list(),add-object-access-list,catalog_identifier|object_identifier|accounts,,3,items|next_token,items:array|next_token:string,general,,catalog_identifier,catalog_management:add_object_access_list,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.commit_version,write_other,No,client.commit_version(),commit-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:commit_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.configure_service,write_other,No,client.configure_service(),configure-service,service_name,,1,,,,,service_name,catalog_management:configure_service,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.copy_version,write_other,No,client.copy_version(),copy-version,version_loc_id,tags|target_kinds|content,4,,,,,version_loc_id,catalog_management:copy_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.create_object,write_create,No,client.create_object(),create-object,catalog_identifier,id|name|rev|crn|url|parent_id|label_i18n|label|tags|created|updated|short_description|short_description_i18n|kind|publish|state|catalog_id|catalog_name|data,20,,,,,catalog_identifier,catalog_management:create_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.create_object_access,write_create,No,client.create_object_access(),create-object-access,catalog_identifier|object_identifier|account_identifier,,3,,,,,catalog_identifier,catalog_management:create_object_access,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.create_offering,write_create,No,client.create_offering(),create-offering,catalog_identifier,id|rev|url|crn|label|name|offering_icon_url|offering_docs_url|offering_support_url|tags|keywords|rating|created|updated|short_description|long_description|features|kinds|permit_request_ibm_public_publish|ibm_publish_approved|public_publish_approved|public_original_crn|publish_public_crn|portal_approval_record|portal_ui_url|catalog_id|catalog_name|metadata|disclaimer|hidden|provider|provider_info|repo_info|support|media,36,,,,,catalog_identifier,catalog_management:create_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.create_offering_instance,write_create,No,client.create_offering_instance(),create-offering-instance,x_auth_refresh_token,id|rev|url|crn|label|catalog_id|offering_id|kind_format|version|cluster_id|cluster_region|cluster_namespaces|cluster_all_namespaces|schematics_workspace_id|resource_group_id|install_plan|channel|metadata|last_operation,20,,,,,x_auth_refresh_token,catalog_management:create_offering_instance,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_catalog,write_delete,No,client.delete_catalog(),delete-catalog,catalog_identifier,,1,,,,,catalog_identifier,catalog_management:delete_catalog,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_object,write_delete,No,client.delete_object(),delete-object,catalog_identifier|object_identifier,,2,,,,,catalog_identifier,catalog_management:delete_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_object_access,write_delete,No,client.delete_object_access(),delete-object-access,catalog_identifier|object_identifier|account_identifier,,3,,,,,catalog_identifier,catalog_management:delete_object_access,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_object_access_list,write_delete,No,client.delete_object_access_list(),delete-object-access-list,catalog_identifier|object_identifier|accounts,,3,items|next_token,items:array|next_token:string,general,,catalog_identifier,catalog_management:delete_object_access_list,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_offering,write_delete,No,client.delete_offering(),delete-offering,catalog_identifier|offering_id,,2,,,,,catalog_identifier,catalog_management:delete_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_offering_instance,write_delete,No,client.delete_offering_instance(),delete-offering-instance,instance_identifier|x_auth_refresh_token,,2,,,,,instance_identifier,catalog_management:delete_offering_instance,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_operators,write_delete,No,client.delete_operators(),delete-operators,x_auth_refresh_token|cluster_id|region|version_locator_id,,4,,,,,x_auth_refresh_token,catalog_management:delete_operators,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.delete_version,write_delete,No,client.delete_version(),delete-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:delete_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.deploy_operators,write_other,No,client.deploy_operators(),deploy-operators,x_auth_refresh_token,cluster_id|region|namespaces|all_namespaces|version_locator_id,6,,,,,x_auth_refresh_token,catalog_management:deploy_operators,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.deprecate_offering,write_other,No,client.deprecate_offering(),deprecate-offering,catalog_identifier|offering_id|setting,description|days_until_deprecate,5,,,,,catalog_identifier,catalog_management:deprecate_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.deprecate_version,write_other,No,client.deprecate_version(),deprecate-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:deprecate_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.encode_path_vars,write_other,No,client.encode_path_vars(),encode-path-vars,args,,1,,,,,args,catalog_management:encode_path_vars,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.ibm_publish_object,write_other,No,client.ibm_publish_object(),ibm-publish-object,catalog_identifier|object_identifier,,2,,,,,catalog_identifier,catalog_management:ibm_publish_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.ibm_publish_version,write_other,No,client.ibm_publish_version(),ibm-publish-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:ibm_publish_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.import_offering,write_other,No,client.import_offering(),import-offering,catalog_identifier,tags|target_kinds|content|zipurl|offering_id|target_version|include_config|is_vsi|repo_type|x_auth_token,11,,,,,catalog_identifier,catalog_management:import_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.import_offering_version,write_other,No,client.import_offering_version(),import-offering-version,catalog_identifier|offering_id,tags|target_kinds|content|zipurl|target_version|include_config|is_vsi|repo_type,10,,,,,catalog_identifier,catalog_management:import_offering_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.install_version,write_other,No,client.install_version(),install-version,version_loc_id|x_auth_refresh_token,cluster_id|region|namespace|override_values|entitlement_apikey|schematics|script|script_id|version_locator_id|vcenter_id|vcenter_user|vcenter_password|vcenter_location|vcenter_datastore,16,,,,,version_loc_id,catalog_management:install_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.preinstall_version,write_other,No,client.preinstall_version(),preinstall-version,version_loc_id|x_auth_refresh_token,cluster_id|region|namespace|override_values|entitlement_apikey|schematics|script|script_id|version_locator_id|vcenter_id|vcenter_user|vcenter_password|vcenter_location|vcenter_datastore,16,,,,,version_loc_id,catalog_management:preinstall_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.prepare_request,write_other,No,client.prepare_request(),prepare-request,method|url,headers|params|data|files,6,,,,,method,catalog_management:prepare_request,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.public_publish_object,write_other,No,client.public_publish_object(),public-publish-object,catalog_identifier|object_identifier,,2,,,,,catalog_identifier,catalog_management:public_publish_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.public_publish_version,write_other,No,client.public_publish_version(),public-publish-version,version_loc_id,,1,,,,,version_loc_id,catalog_management:public_publish_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.put_offering_instance,write_update,No,client.put_offering_instance(),put-offering-instance,instance_identifier|x_auth_refresh_token,id|rev|url|crn|label|catalog_id|offering_id|kind_format|version|cluster_id|cluster_region|cluster_namespaces|cluster_all_namespaces|schematics_workspace_id|resource_group_id|install_plan|channel|metadata|last_operation,21,,,,,instance_identifier,catalog_management:put_offering_instance,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.reload_offering,write_other,No,client.reload_offering(),reload-offering,catalog_identifier|offering_id|target_version,tags|target_kinds|content|zipurl|repo_type,8,,,,,catalog_identifier,catalog_management:reload_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.replace_catalog,write_update,No,client.replace_catalog(),replace-catalog,catalog_identifier,id|rev|label|short_description|catalog_icon_url|tags|features|disabled|resource_group_id|owning_account|catalog_filters|syndication_settings|kind,14,,,,,catalog_identifier,catalog_management:replace_catalog,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.replace_object,write_update,No,client.replace_object(),replace-object,catalog_identifier|object_identifier,id|name|rev|crn|url|parent_id|label_i18n|label|tags|created|updated|short_description|short_description_i18n|kind|publish|state|catalog_id|catalog_name|data,21,,,,,catalog_identifier,catalog_management:replace_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.replace_offering,write_update,No,client.replace_offering(),replace-offering,catalog_identifier|offering_id,id|rev|url|crn|label|name|offering_icon_url|offering_docs_url|offering_support_url|tags|keywords|rating|created|updated|short_description|long_description|features|kinds|permit_request_ibm_public_publish|ibm_publish_approved|public_publish_approved|public_original_crn|publish_public_crn|portal_approval_record|portal_ui_url|catalog_id|catalog_name|metadata|disclaimer|hidden|provider|provider_info|repo_info|support|media,37,,,,,catalog_identifier,catalog_management:replace_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.replace_offering_icon,write_update,No,client.replace_offering_icon(),replace-offering-icon,catalog_identifier|offering_id|file_name,,3,,,,,catalog_identifier,catalog_management:replace_offering_icon,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.replace_operators,write_update,No,client.replace_operators(),replace-operators,x_auth_refresh_token,cluster_id|region|namespaces|all_namespaces|version_locator_id,6,,,,,x_auth_refresh_token,catalog_management:replace_operators,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.send,write_other,No,client.send(),send,request,,1,,,,,request,catalog_management:send,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.set_deprecate_version,write_update,No,client.set_deprecate_version(),set-deprecate-version,version_loc_id|setting,description|days_until_deprecate,4,,,,,version_loc_id,catalog_management:set_deprecate_version,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.set_http_config,write_update,No,client.set_http_config(),set-http-config,http_config,,1,,,,,http_config,catalog_management:set_http_config,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.shared_publish_object,write_other,No,client.shared_publish_object(),shared-publish-object,catalog_identifier|object_identifier,,2,,,,,catalog_identifier,catalog_management:shared_publish_object,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.update_offering,write_update,No,client.update_offering(),update-offering,catalog_identifier|offering_id|if_match,updates,4,,,,,catalog_identifier,catalog_management:update_offering,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.update_offering_ibm,write_update,No,client.update_offering_ibm(),update-offering-ibm,catalog_identifier|offering_id|approval_type|approved,,4,,,,,catalog_identifier,catalog_management:update_offering_ibm,0,,true,2026-04-17T14:43:55Z
ibm,catalog_management,ibm.catalog_management.validate_install,write_other,No,client.validate_install(),validate-install,version_loc_id|x_auth_refresh_token,cluster_id|region|namespace|override_values|entitlement_apikey|schematics|script|script_id|version_locator_id|vcenter_id|vcenter_user|vcenter_password|vcenter_location|vcenter_datastore,16,,,,,version_loc_id,catalog_management:validate_install,0,,true,2026-04-17T14:43:55Z
ibm,cdn,ibm.cdn.purge_cache,write_other,Yes,client.purge_cache(),purge-cache,,,0,,,,,,cdn:purge_cache,0,,true,2026-04-17T14:43:55Z
ibm,certificate_manager,ibm.certificate_manager.import_certificate,write_other,Yes,client.import_certificate(),import-certificate,,,0,,,,,,certificate_manager:import_certificate,0,,true,2026-04-17T14:43:55Z
ibm,cloud_sdk_core,ibm.cloud_sdk_core.close,write_other,Yes,client.close(),close,,,0,,,,,,cloud_sdk_core:close,0,,true,2026-04-17T14:43:55Z
ibm,cloud_sdk_core,ibm.cloud_sdk_core.flush,write_other,Yes,client.flush(),flush,,,0,,,,,,cloud_sdk_core:flush,0,,true,2026-04-17T14:43:55Z
ibm,cloud_sdk_core,ibm.cloud_sdk_core.read,write_other,Yes,client.read(),read,,size,1,,,,,size,cloud_sdk_core:read,0,,true,2026-04-17T14:43:55Z
ibm,cloud_sdk_core,ibm.cloud_sdk_core.write,write_other,No,client.write(),write,compressed,,1,,,,,compressed,cloud_sdk_core:write,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.create_rule,write_create,Yes,client.create_rule(),create-rule,,contexts|resources|description|operations|enforcement_mode|x_correlation_id|transaction_id,7,,,,,contexts,context_based_restrictions:create_rule,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.create_zone,write_create,Yes,client.create_zone(),create-zone,,name|account_id|addresses|description|excluded|x_correlation_id|transaction_id,7,,,,,name,context_based_restrictions:create_zone,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.enable_retries,write_other,Yes,client.enable_retries(),enable-retries,,max_retries|retry_interval,2,,,,,max_retries,context_based_restrictions:enable_retries,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.set_disable_ssl_verification,write_update,Yes,client.set_disable_ssl_verification(),set-disable-ssl-verification,,status,1,,,,,status,context_based_restrictions:set_disable_ssl_verification,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.configure_service,write_other,No,client.configure_service(),configure-service,service_name,,1,,,,,service_name,context_based_restrictions:configure_service,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.delete_rule,write_delete,No,client.delete_rule(),delete-rule,rule_id,x_correlation_id|transaction_id,3,,,,,rule_id,context_based_restrictions:delete_rule,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.delete_zone,write_delete,No,client.delete_zone(),delete-zone,zone_id,x_correlation_id|transaction_id,3,,,,,zone_id,context_based_restrictions:delete_zone,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.encode_path_vars,write_other,No,client.encode_path_vars(),encode-path-vars,args,,1,,,,,args,context_based_restrictions:encode_path_vars,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.prepare_request,write_other,No,client.prepare_request(),prepare-request,method|url,headers|params|data|files,6,,,,,method,context_based_restrictions:prepare_request,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.replace_rule,write_update,No,client.replace_rule(),replace-rule,rule_id|if_match,contexts|resources|description|operations|enforcement_mode|x_correlation_id|transaction_id,9,,,,,rule_id,context_based_restrictions:replace_rule,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.replace_zone,write_update,No,client.replace_zone(),replace-zone,zone_id|if_match,name|account_id|addresses|description|excluded|x_correlation_id|transaction_id,9,,,,,zone_id,context_based_restrictions:replace_zone,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.send,write_other,No,client.send(),send,request,,1,,,,,request,context_based_restrictions:send,0,,true,2026-04-17T14:43:55Z
ibm,context_based_restrictions,ibm.context_based_restrictions.set_http_config,write_update,No,client.set_http_config(),set-http-config,http_config,,1,,,,,http_config,context_based_restrictions:set_http_config,0,,true,2026-04-17T14:43:55Z
ibm,continuous_delivery,ibm.continuous_delivery.run_pipeline,write_other,Yes,client.run_pipeline(),run-pipeline,,,0,,,,,,continuous_delivery:run_pipeline,0,,true,2026-04-17T14:43:55Z
ibm,datastage,ibm.datastage.run_job,write_other,Yes,client.run_job(),run-job,,,0,,,,,,datastage:run_job,0,,true,2026-04-17T14:43:55Z
ibm,direct_link,ibm.direct_link.create_connection,write_create,Yes,client.create_connection(),create-connection,,,0,,,,,,direct_link:create_connection,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.enable_retries,write_other,Yes,client.enable_retries(),enable-retries,,max_retries|retry_interval,2,,,,,max_retries,enterprise_billing_units:enable_retries,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.set_disable_ssl_verification,write_update,Yes,client.set_disable_ssl_verification(),set-disable-ssl-verification,,status,1,,,,,status,enterprise_billing_units:set_disable_ssl_verification,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.configure_service,write_other,No,client.configure_service(),configure-service,service_name,,1,,,,,service_name,enterprise_billing_units:configure_service,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.encode_path_vars,write_other,No,client.encode_path_vars(),encode-path-vars,args,,1,,,,,args,enterprise_billing_units:encode_path_vars,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.prepare_request,write_other,No,client.prepare_request(),prepare-request,method|url,headers|params|data|files,6,,,,,method,enterprise_billing_units:prepare_request,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.send,write_other,No,client.send(),send,request,,1,,,,,request,enterprise_billing_units:send,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_billing_units,ibm.enterprise_billing_units.set_http_config,write_update,No,client.set_http_config(),set-http-config,http_config,,1,,,,,http_config,enterprise_billing_units:set_http_config,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.enable_retries,write_other,Yes,client.enable_retries(),enable-retries,,max_retries|retry_interval,2,,,,,max_retries,enterprise_management:enable_retries,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.set_disable_ssl_verification,write_update,Yes,client.set_disable_ssl_verification(),set-disable-ssl-verification,,status,1,,,,,status,enterprise_management:set_disable_ssl_verification,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.configure_service,write_other,No,client.configure_service(),configure-service,service_name,,1,,,,,service_name,enterprise_management:configure_service,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.create_account,write_create,No,client.create_account(),create-account,parent|name|owner_iam_id,traits|options,5,,,,,parent,enterprise_management:create_account,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.create_account_group,write_create,No,client.create_account_group(),create-account-group,parent|name|primary_contact_iam_id,,3,,,,,parent,enterprise_management:create_account_group,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.create_enterprise,write_create,No,client.create_enterprise(),create-enterprise,source_account_id|name|primary_contact_iam_id,domain,4,,,,,source_account_id,enterprise_management:create_enterprise,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.delete_account,write_delete,No,client.delete_account(),delete-account,account_id,,1,,,,,account_id,enterprise_management:delete_account,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.delete_account_group,write_delete,No,client.delete_account_group(),delete-account-group,account_group_id,,1,,,,,account_group_id,enterprise_management:delete_account_group,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.encode_path_vars,write_other,No,client.encode_path_vars(),encode-path-vars,args,,1,,,,,args,enterprise_management:encode_path_vars,0,,true,2026-04-17T14:43:55Z
ibm,enterprise_management,ibm.enterprise_management.import_account_to_enterprise,write_other,No,client.import_account_to_enterprise(),import-account-to-enterprise,enterprise_id|account_id,parent|billing_unit_id,4,,,,,enterprise_id,enterprise_management:import_account_to_enterprise,0,,true,2026-04-17T14:43:55Z
